epoch,train_loss,val_loss
1,0.020094832378377323,0.020880674581628206
2,0.020121119873890946,0.020969696416584558
3,0.020102381024960068,0.020984925693550774
4,0.02012349900542054,0.020990511920129837
5,0.020096977296853023,0.020930778399802917
6,0.020097124391364803,0.020804055199720138
7,0.02008633172644575,0.02087426856593337
8,0.020101117540995448,0.020782510728337044
9,0.02009241150183231,0.020887999221422645
10,0.02010143312508565,0.0209766524042501
11,0.02011031859943334,0.02078703675029236
12,0.020112235589097603,0.02082721000364007
13,0.020112039767063848,0.020879733328555906
14,0.02010043740558646,0.020923729827844125
15,0.020103991452772932,0.02080997978661989
16,0.020123396930410663,0.020886706682138666
